POSITION_RANK,SYMBOL,DATA_DATE,CMP,BIAS,NEXT_DAY_SCORE,SWING_SCORE,TECH_SCORE,TECH_SCORE_100,ALIGNED,CONFIDENCE,RSI14,ATR14,ATR_PCT,ATR_PERCENTILE,EMA20,EMA50,EMA200,MACD_HIST,MACD_DELTA,VOL_RATIO20,VOL_PERCENTILE,VWAP20,VWAP_DIST_PCT,DAY_RANGE_PCT,RANGE20_POS,RET1,RET5,RET10,RET20,GAP_PCT,DELIVERY_PCT,PREV_HIGH,PREV_LOW,PREV_CLOSE,WEEK_HIGH,WEEK_LOW,UP_DAY_PCT_3Y,DOWN_DAY_PCT_3Y,AVG_UP_RETURN_3Y,AVG_DOWN_RETURN_3Y,AVG_GAP_PCT_3Y,UP_GAP_FREQ_3Y,DOWN_GAP_FREQ_3Y,AVG_UP_GAP_3Y,AVG_DOWN_GAP_3Y,AVG_GAP_FILL_PCT_3Y,MAX_UP_STREAK_3Y,MAX_DOWN_STREAK_3Y,SIMILAR_SETUPS,HIST_1D_WIN_PCT,HIST_1D_AVG_PCT,HIST_3D_WIN_PCT,HIST_3D_AVG_PCT,HIST_5D_WIN_PCT,HIST_5D_AVG_PCT,HIST_10D_WIN_PCT,HIST_10D_AVG_PCT,HIST_15D_WIN_PCT,HIST_15D_AVG_PCT,HIST_SETUP_QUALITY,HISTORICAL_SCORE,HISTORICAL_QUALITY,PRIMARY_DRIVER,CONFLICTING_SIGNAL,EXPECTED_LOW_PCT,EXPECTED_HIGH_PCT,EXPECTED_LOW_PRICE,EXPECTED_HIGH_PRICE,INVALIDATION,LEVERAGE_RISK,AVG_VALUE20,INTRADAY_STATUS,INTRADAY_BIAS,INTRADAY_SCORE,IN_NEXT_DAY,IN_SWING,OVERLAP,POSITION_SCORE,TRADE_MODE,POSITION_ACTION
22,PERSISTENT,2026-08-28,5875.0,Bullish,72.94,76.18,8,90,8/10,High,69.3,148.73,2.53,1.67,5559.84,5353.19,5319.97,4.3656,13.2165,2.07,95.83,5592.98,5.04,4.12,0.941,3.91,3.66,5.29,5.87,0.41,36.58,5679.5,5597.0,5654.0,5725.0,5570.5,50.0,45.66,1.59,-1.63,0.09,12.24,7.76,1.68,-3.11,73.26,9,9,100,49.0,-0.11,52.0,-0.04,55.0,0.07,67.0,1.53,66.0,1.13,POSITIVE,64.1,POSITIVE,Trend + Momentum + Volume + Structure,None material,0.89,3.8,5927.06,6098.1,5592.98,MODERATE,2586874596.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,66.26,WATCH,WATCH
23,SUNLITE,2026-08-28,534.35,Bullish,80.7,75.59,8,90,8/10,High,66.63,34.18,6.4,66.67,488.38,427.49,269.28,1.2055,1.1538,2.41,85.83,492.1,8.59,8.89,0.9,3.36,10.87,15.1,3.49,1.55,49.18,543.0,513.0,517.0,543.0,476.6,48.88,45.52,3.52,-2.59,1.06,37.31,22.39,4.35,-2.65,71.81,6,6,43,62.79,2.76,60.47,7.77,74.42,12.4,72.09,23.52,72.09,27.26,STRONG,86.28,STRONG,Trend + Momentum + Volume + Structure,None material,2.24,9.59,546.31,585.62,492.1,VERY_HIGH,11197768.0,NOT_AVAILABLE,NOT_AVAILABLE,,True,False,False,65.96,INTRADAY,LONG BIAS
24,VEDL,2026-08-28,287.95,Bullish,73.14,68.88,7,85,7/10,High,59.62,8.15,2.83,12.5,275.3,290.92,420.89,2.3742,0.3422,1.4,80.83,276.75,4.05,2.53,0.897,2.47,3.21,7.64,8.97,0.96,48.15,291.0,279.2,281.0,291.0,269.0,52.37,42.63,1.7,-1.85,0.17,15.13,8.55,1.77,-3.16,72.88,12,8,100,56.0,0.34,57.0,0.7,56.0,1.28,61.0,2.51,59.0,3.0,POSITIVE,71.11,STRONG,Momentum + Volume + Structure + VWAP,None material,0.99,4.25,290.8,300.18,276.75,MODERATE,3849956847.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,65.88,WATCH,WATCH
25,OLIL,2026-08-28,415.0,Bullish,73.56,71.95,6,80,7/10,High,58.18,20.46,4.93,86.67,398.7,369.18,300.05,-4.7089,1.0909,1.63,80.83,428.48,-3.15,6.53,0.48,5.91,1.44,-1.75,10.12,2.51,95.15,405.0,382.05,391.85,413.25,382.05,48.64,44.44,3.19,-2.55,0.1,29.14,26.21,3.43,-3.52,62.85,7,6,100,49.0,0.65,49.0,2.1,55.0,3.15,70.0,7.01,71.0,9.34,POSITIVE,78.75,STRONG,Trend + Momentum + Volume + Structure,VWAP,1.73,7.4,422.16,445.69,382.05,HIGH,10814740.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,65.84,WATCH,WATCH
26,CYIENTDLM,2026-08-28,819.1,Bullish,74.98,72.17,7,85,7/10,High,75.41,33.22,4.06,26.67,728.21,643.22,497.01,5.1589,1.2799,1.26,83.33,732.2,11.87,4.48,0.908,1.07,13.58,17.58,22.24,0.57,49.79,814.25,792.05,810.4,814.25,702.5,45.53,50.13,1.99,-1.7,0.31,16.05,7.76,2.02,-2.15,85.46,7,13,55,43.64,0.24,43.64,0.57,50.91,0.91,67.27,4.4,69.09,6.27,MIXED,76.36,STRONG,Trend + Momentum + Volume + Structure,None material,1.42,6.08,830.73,868.93,732.2,HIGH,476845739.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,65.74,WATCH,WATCH
27,POWERMECH,2026-08-28,2580.6,Bullish,74.43,69.29,8,90,8/10,High,55.87,66.75,2.59,0.83,2522.89,2547.63,2507.83,14.7835,4.2072,0.68,43.33,2515.08,2.61,1.56,0.722,1.3,3.12,5.11,0.55,0.0,61.74,2570.0,2513.9,2547.4,2570.0,2435.5,47.37,48.42,1.96,-1.93,0.3,19.61,7.24,2.05,-3.14,83.66,6,7,100,46.0,0.24,52.0,0.9,52.0,1.13,58.0,2.59,59.0,3.17,MIXED,68.38,POSITIVE,Trend + Momentum + Structure + VWAP,None material,0.91,3.88,2603.96,2680.73,2513.9,MODERATE,168331628.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,65.71,WATCH,WATCH
28,EMUDHRA,2026-08-28,559.65,Bullish,76.98,70.25,8,90,8/10,High,68.0,19.64,3.51,24.17,530.28,501.78,519.71,0.1599,0.0741,0.58,53.33,535.47,4.52,2.43,0.948,0.07,3.48,7.87,20.59,0.0,50.79,563.5,543.4,559.25,563.5,533.0,43.55,52.11,1.93,-1.51,0.13,14.21,8.95,1.88,-2.44,92.19,8,10,100,48.0,0.53,49.0,0.85,54.0,1.31,64.0,3.53,65.0,5.66,MIXED,75.66,STRONG,Trend + Momentum + Structure + VWAP,None material,1.23,5.26,566.52,589.11,535.47,HIGH,113211514.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,65.58,WATCH,WATCH
29,TECHM,2026-08-28,1640.9,Bullish,72.59,74.56,8,90,8/10,High,61.12,37.43,2.28,4.17,1600.65,1563.9,1513.05,-5.9685,4.612,1.31,80.83,1623.92,1.05,2.78,0.66,3.53,3.59,0.5,-0.63,0.95,51.08,1600.0,1571.6,1585.0,1614.9,1562.0,47.24,48.16,1.29,-1.17,0.05,7.37,8.55,1.72,-1.87,71.79,10,7,100,48.0,0.12,66.0,0.51,62.0,0.88,56.0,0.82,59.0,1.26,POSITIVE,63.1,POSITIVE,Trend + Momentum + Volume + Structure,None material,0.8,3.42,1654.0,1697.05,1571.6,MODERATE,4230492236.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,65.42,WATCH,WATCH
30,ARHAM,2026-08-28,215.4,Bullish,74.0,73.47,7,85,7/10,High,78.78,8.0,3.71,37.5,193.49,174.27,141.8,1.4295,0.041,1.13,71.67,194.59,10.69,3.8,0.903,1.72,9.23,13.67,23.79,1.53,56.6,215.0,210.0,211.75,220.05,191.0,43.7,48.64,3.26,-2.54,0.45,37.0,23.44,3.34,-3.42,71.25,8,6,47,51.06,-0.02,61.7,0.67,61.7,0.9,63.83,2.76,59.57,1.68,POSITIVE,73.58,STRONG,Trend + Momentum + Structure + VWAP,None material,1.3,5.57,218.2,227.4,194.59,HIGH,9165320.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,65.14,WATCH,WATCH
31,ITBEES,2026-08-28,34.7,Bullish,73.17,70.75,8,90,8/10,High,60.48,1.0,2.89,27.5,33.98,33.3,34.72,-0.1323,0.0723,2.14,96.67,34.53,0.5,3.56,0.39,2.94,2.45,-0.32,1.7,0.0,51.85,34.6,33.6,33.71,34.6,33.24,45.0,49.74,1.04,-0.92,0.67,31.58,5.39,2.05,-2.06,95.94,7,8,100,48.0,0.04,57.0,0.39,52.0,0.61,66.0,1.51,66.0,1.93,MIXED,64.78,POSITIVE,Trend + Momentum + Volume + Structure,None material,1.01,4.34,35.05,36.2,33.6,MODERATE,325895112.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,64.87,WATCH,WATCH
32,UNIPARTS,2026-08-28,873.15,Bullish,74.68,75.2,8,90,8/10,High,69.61,32.53,3.73,20.83,799.97,741.25,595.0,-1.1939,3.5874,1.96,93.33,809.14,7.91,8.26,0.96,8.02,7.1,7.0,19.94,1.13,42.52,824.0,801.0,808.3,844.9,800.05,44.87,50.66,1.67,-1.33,0.28,13.42,6.05,1.98,-1.94,83.74,6,20,100,52.0,0.31,54.0,0.71,57.0,0.87,63.0,2.15,70.0,3.26,POSITIVE,69.08,POSITIVE,Trend + Momentum + Volume + Structure,None material,1.3,5.59,884.54,921.94,801.0,HIGH,193009307.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,64.73,WATCH,WATCH
33,SEAMECLTD,2026-08-28,1676.6,Bullish,73.84,72.18,7,85,7/10,High,67.49,58.13,3.47,4.17,1587.64,1529.98,1377.58,6.3945,-0.3997,0.98,64.17,1591.96,5.32,4.65,0.851,3.21,0.14,8.74,14.65,0.0,56.85,1670.1,1600.0,1624.4,1717.4,1600.0,46.58,48.95,1.99,-1.58,0.2,19.47,12.24,1.82,-1.79,92.38,7,8,100,51.0,0.56,56.0,0.92,58.0,1.83,58.0,2.55,60.0,3.93,POSITIVE,73.12,STRONG,Trend + Momentum + Structure + VWAP,None material,1.21,5.2,1696.94,1763.79,1591.96,HIGH,227767046.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,64.59,WATCH,WATCH
34,STAR,2026-08-28,1019.9,Bullish,76.17,69.37,8,90,8/10,High,53.64,35.7,3.5,25.83,998.13,1023.82,991.02,5.6687,2.4695,0.9,61.67,992.32,2.78,4.52,0.711,3.75,3.42,5.38,-0.5,0.1,63.52,994.4,978.9,983.0,1003.0,970.6,49.47,46.32,2.12,-1.9,0.05,10.0,8.42,2.03,-3.13,86.45,8,8,100,61.0,0.68,61.0,1.31,64.0,1.19,59.0,2.63,56.0,4.18,POSITIVE,73.33,STRONG,Trend + Momentum + Structure + VWAP,None material,1.23,5.25,1032.39,1073.45,978.9,HIGH,478275367.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,64.49,WATCH,WATCH
35,TATSILV,2026-08-28,23.37,Bullish,73.44,73.21,7,85,7/10,High,60.12,0.78,3.34,30.0,22.66,22.47,21.53,0.0846,-0.0094,1.44,87.5,22.65,3.19,4.92,0.766,1.74,-1.06,4.1,11.34,2.31,46.77,23.94,22.71,22.97,24.21,22.71,51.71,41.13,1.71,-1.67,0.71,37.41,8.2,2.3,-2.76,76.77,8,7,100,53.0,0.01,56.0,0.75,62.0,1.49,60.0,2.08,63.0,3.25,POSITIVE,71.98,STRONG,Trend + Momentum + Volume + VWAP,None material,1.17,5.0,23.64,24.54,22.65,HIGH,1150009747.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,64.49,WATCH,WATCH
36,DIACABS,2026-08-28,349.4,Bullish,74.46,69.65,7,85,7/10,High,60.7,17.24,4.93,21.67,340.56,299.07,221.55,-6.7587,0.6139,0.64,37.5,347.45,0.56,5.32,0.59,3.19,-1.88,-5.18,7.85,1.0,,341.4,330.0,338.6,364.95,325.8,57.92,37.86,2.63,-2.49,0.71,47.23,13.85,2.37,-3.33,46.54,29,11,100,45.0,-0.74,50.0,0.16,57.0,2.22,57.0,4.93,56.0,5.02,POSITIVE,74.9,STRONG,Trend + Momentum + Structure + VWAP,None material,1.73,7.4,355.43,375.25,330.0,HIGH,490090401.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,64.46,WATCH,WATCH
37,TEXRAIL,2026-08-28,109.44,Bullish,72.72,69.09,8,90,8/10,High,52.97,3.27,2.99,6.67,107.74,108.81,115.27,0.5402,0.1415,1.79,90.83,107.7,1.62,3.54,0.561,0.93,4.66,4.38,-1.75,1.44,33.58,110.86,108.1,108.43,110.88,103.7,45.39,50.26,2.41,-2.15,0.32,15.92,8.03,2.39,-2.61,72.12,6,9,100,56.0,0.37,62.0,0.91,60.0,0.7,55.0,1.36,58.0,2.92,POSITIVE,63.49,POSITIVE,Trend + Momentum + Volume + VWAP,None material,1.05,4.49,110.59,114.35,107.7,MODERATE,156812412.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,63.92,WATCH,WATCH
38,CRISIL,2026-08-28,4732.7,Bullish,72.93,72.7,9,95,9/10,High,68.65,110.42,2.33,2.5,4506.61,4371.47,4367.6,9.1623,9.8095,2.11,91.67,4567.95,3.61,2.23,0.871,0.63,4.83,5.74,8.55,0.08,50.24,4715.0,4500.0,4703.2,4715.0,4437.0,45.66,50.13,1.54,-1.32,0.22,8.03,4.08,1.89,-1.8,86.89,10,9,100,50.0,0.17,54.0,-0.0,48.0,0.03,53.0,1.8,55.0,1.88,MIXED,57.67,POSITIVE,Trend + Momentum + Volume + Structure,None material,0.82,3.5,4771.35,4898.33,4500.0,MODERATE,227541975.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,63.61,WATCH,WATCH
39,GLAXO,2026-08-28,3106.4,Bullish,70.04,71.49,7,85,7/10,High,77.57,86.06,2.77,54.17,2839.16,2653.48,2527.54,25.8373,0.3604,0.74,33.33,2933.57,5.89,2.22,0.976,1.22,7.04,15.53,16.98,-0.0,64.65,3118.0,3018.9,3069.1,3118.0,2865.4,46.32,49.47,1.71,-1.37,0.14,7.11,5.0,1.85,-1.98,82.71,10,7,100,48.0,0.16,51.0,0.62,51.0,0.61,59.0,1.58,58.0,2.14,MIXED,62.26,POSITIVE,Trend + Momentum + Structure + VWAP,None material,0.97,4.16,3136.52,3235.49,2933.57,MODERATE,536319813.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,63.52,WATCH,WATCH
40,SAFEENTP,2026-08-28,251.65,Bullish,74.5,65.9,7,85,7/10,High,48.97,8.56,3.4,2.5,251.02,255.94,248.25,1.1664,0.0587,0.83,60.83,249.18,0.99,4.28,0.649,0.66,0.66,5.34,1.68,1.56,89.04,250.0,246.0,250.0,259.5,244.2,43.49,51.03,2.94,-2.26,0.25,30.14,21.23,2.52,-2.61,82.52,5,8,84,47.62,0.33,42.86,1.49,52.38,2.74,61.9,3.99,50.0,5.02,MIXED,75.0,STRONG,Trend + Momentum + Structure + VWAP,None material,1.19,5.1,254.64,264.49,246.0,HIGH,10951548.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,63.37,WATCH,WATCH
41,EMKAY,2026-08-28,251.59,Bullish,75.98,65.69,8,90,8/10,High,57.32,11.0,4.37,1.67,242.64,246.29,248.13,1.5094,0.6756,3.11,95.0,243.93,3.14,8.72,0.716,4.95,4.89,6.11,4.07,-0.3,51.72,242.67,236.25,239.73,252.39,236.25,43.95,50.66,3.03,-2.23,0.32,32.24,22.11,2.47,-2.26,67.37,12,16,100,47.0,0.33,45.0,0.58,49.0,2.8,59.0,6.19,59.0,6.5,MIXED,72.8,STRONG,Trend + Momentum + Volume + Structure,None material,1.53,6.56,255.44,268.09,236.25,HIGH,6049355.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,63.2,WATCH,WATCH
42,AEROENTER,2026-08-28,146.29,Bullish,78.18,68.95,10,100,10/10,High,69.63,6.66,4.55,0.83,134.03,126.42,105.41,1.5563,0.1051,1.25,73.33,135.34,8.09,3.07,0.957,2.54,4.44,14.33,22.49,1.51,50.06,147.0,141.01,142.66,147.0,130.65,41.78,53.95,2.7,-1.74,0.24,16.45,8.22,1.97,-2.58,87.13,7,8,37,35.14,0.2,45.95,1.71,45.95,2.02,43.24,3.52,45.95,1.76,MIXED,66.22,POSITIVE,Trend + Momentum + Volume + Structure,None material,1.59,6.83,148.62,156.28,135.34,HIGH,100462564.0,NOT_AVAILABLE,NOT_AVAILABLE,,True,False,False,63.19,INTRADAY,LONG BIAS
43,GEOJITFSL,2026-08-28,83.7,Bullish,73.03,69.94,7,85,7/10,High,62.83,2.97,3.55,25.0,80.26,78.45,74.62,0.4128,0.0727,1.87,93.33,80.57,3.89,4.66,0.849,1.28,3.69,4.14,9.61,0.0,47.32,83.47,80.0,82.64,85.3,79.12,47.24,48.42,2.31,-2.04,0.14,12.5,10.53,2.07,-2.1,82.36,8,9,89,41.57,0.39,50.56,1.3,51.69,1.87,50.56,3.27,59.55,4.83,MIXED,70.79,STRONG,Trend + Momentum + Volume + Structure,None material,1.24,5.32,84.74,88.15,80.0,HIGH,33840887.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,63.09,WATCH,WATCH
44,PARADEEP,2026-08-28,165.88,Bullish,72.3,71.12,7,85,7/10,High,70.59,5.41,3.26,19.17,152.25,145.24,139.44,1.4412,0.3247,1.31,85.0,155.78,6.48,4.14,0.913,3.32,11.72,12.19,12.59,0.5,35.88,162.92,159.61,160.55,165.79,146.11,46.97,48.42,2.37,-1.99,0.24,11.58,6.71,2.08,-2.29,84.19,8,10,100,47.0,0.05,47.0,0.15,57.0,0.93,56.0,2.61,60.0,4.04,POSITIVE,68.71,POSITIVE,Trend + Momentum + Volume + Structure,None material,1.14,4.9,167.78,174.0,155.78,HIGH,1008415147.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,62.7,WATCH,WATCH
45,PCCL,2026-08-28,391.9,Bullish,70.13,73.01,6,80,7/10,High,89.53,13.85,3.53,33.33,330.77,300.39,257.38,5.913,0.9569,1.44,67.5,334.09,17.31,8.37,0.99,2.86,11.94,28.28,37.51,-2.89,57.65,388.0,365.0,381.0,388.0,330.0,47.5,46.58,2.19,-2.06,-0.29,20.52,30.13,2.6,-2.71,78.56,9,8,46,50.0,0.17,63.04,0.18,65.22,0.43,69.57,1.26,65.22,3.14,STRONG,68.94,POSITIVE,Trend + Momentum + Volume + Structure,Gap,1.24,5.3,396.75,412.68,334.09,HIGH,7871050.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,62.68,WATCH,WATCH
46,VIESL,2026-08-28,351.45,Bullish,75.9,69.5,9,95,9/10,High,65.81,15.34,4.36,40.83,319.49,313.09,272.6,4.2553,1.1447,1.63,79.17,322.08,9.12,6.53,0.932,6.26,9.85,12.99,11.17,2.19,81.94,355.5,326.0,330.75,355.5,305.1,48.46,48.23,2.96,-2.51,0.23,26.71,20.33,2.43,-2.2,76.28,6,5,61,44.26,0.05,50.82,0.88,54.1,1.74,44.26,2.44,54.1,3.74,MIXED,66.15,POSITIVE,Trend + Momentum + Volume + Structure,None material,1.53,6.55,356.82,374.46,322.08,HIGH,11401536.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,62.66,WATCH,WATCH
47,SHYAMMETL,2026-08-28,1099.8,Bullish,70.7,71.09,8,90,8/10,High,73.11,30.12,2.74,25.0,1016.85,998.05,923.45,8.5973,4.6844,4.35,99.17,1031.12,6.66,6.85,0.921,5.51,11.67,10.02,6.64,0.73,54.12,1083.9,1031.0,1042.4,1083.9,983.1,48.03,47.76,1.74,-1.45,0.12,9.74,8.16,1.91,-1.78,85.19,8,6,100,40.0,0.08,48.0,0.03,45.0,0.22,55.0,1.71,57.0,2.98,MIXED,57.72,POSITIVE,Trend + Momentum + Volume + Structure,None material,0.96,4.11,1110.34,1144.98,1031.0,MODERATE,635478160.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,62.47,WATCH,WATCH
48,WOCKPHARMA,2026-08-28,1977.1,Bullish,72.5,68.55,7,85,7/10,High,58.02,67.58,3.42,10.83,1911.49,1885.25,1656.5,6.0459,4.655,2.21,92.5,1943.07,1.75,4.17,0.642,0.77,4.81,2.3,0.89,0.72,34.48,1987.0,1874.0,1962.0,1987.0,1830.0,45.39,50.26,2.9,-1.97,0.34,15.0,8.82,2.63,-2.27,77.44,12,6,100,49.0,0.65,52.0,1.49,45.0,1.92,53.0,5.64,55.0,8.5,MIXED,69.3,POSITIVE,Trend + Momentum + Volume + VWAP,None material,1.2,5.13,2000.75,2078.48,1874.0,HIGH,1391781086.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,62.14,WATCH,WATCH
49,AKUMS,2026-08-28,772.6,Bullish,72.66,73.2,8,90,8/10,High,64.73,26.44,3.42,21.67,736.1,689.21,581.96,0.3748,0.1313,0.92,60.83,741.97,4.13,2.08,0.918,1.5,3.01,6.33,17.35,0.37,59.23,778.05,760.0,761.2,783.0,737.0,45.16,51.42,1.98,-1.69,0.17,15.37,8.54,1.94,-2.22,83.06,5,10,65,41.54,0.07,50.77,0.37,56.92,0.87,55.38,1.38,69.23,3.23,POSITIVE,63.31,POSITIVE,Trend + Momentum + Structure + VWAP,None material,1.2,5.13,781.85,812.25,741.97,HIGH,330052035.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,62.09,WATCH,WATCH
50,TBZ,2026-08-28,301.7,Bullish,75.94,73.21,7,85,7/10,High,64.36,16.72,5.54,69.17,273.53,247.94,196.54,3.4851,0.2133,0.58,41.67,274.9,9.75,5.37,0.863,-1.44,7.94,20.03,9.18,-0.03,25.81,312.7,300.4,306.1,312.7,250.2,45.79,49.87,2.66,-2.06,0.37,16.71,8.03,2.29,-2.44,79.56,7,6,100,46.0,0.35,51.0,2.06,61.0,3.78,65.0,7.69,66.0,11.55,POSITIVE,79.1,STRONG,Trend + Momentum + Structure + VWAP,None material,1.94,8.31,307.55,326.78,274.9,VERY_HIGH,470878652.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,62.02,WATCH,WATCH
51,UNIVCABLES,2026-08-28,1693.2,Bullish,72.59,65.91,7,85,7/10,High,64.53,82.83,4.89,5.83,1573.21,1416.14,1067.55,-14.3196,4.6992,1.24,77.5,1639.02,3.31,5.86,0.84,5.34,6.32,2.97,24.65,0.17,41.39,1624.6,1564.8,1607.3,1704.8,1549.5,45.13,50.39,2.59,-1.89,0.3,18.42,11.32,2.2,-1.89,90.3,8,9,100,47.0,0.37,50.0,1.33,53.0,1.91,49.0,2.8,46.0,0.1,MIXED,69.54,POSITIVE,Trend + Momentum + Volume + Structure,None material,1.71,7.34,1722.19,1817.45,1564.8,HIGH,440988484.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,61.44,WATCH,WATCH
52,ITETF,2026-08-28,33.08,Bullish,69.22,66.94,7,85,7/10,High,58.74,0.75,2.26,6.67,32.44,31.78,33.1,-0.1376,0.0678,1.44,86.67,32.95,0.39,3.55,0.543,3.15,2.45,-0.36,1.57,1.34,65.28,32.99,32.01,32.07,32.99,31.95,47.74,46.78,1.07,-1.04,0.57,27.71,3.7,1.85,-2.36,88.45,11,8,100,52.0,0.14,60.0,0.51,56.0,0.51,58.0,0.74,60.0,1.11,POSITIVE,59.9,POSITIVE,Trend + Momentum + Volume + Structure,None material,0.79,3.39,33.34,34.2,32.01,MODERATE,10712063.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,61.32,WATCH,WATCH
53,BPCL,2026-08-28,319.25,Bullish,68.73,68.33,7,85,7/10,High,55.33,6.64,2.08,0.83,315.83,313.58,319.83,0.1076,0.2646,0.98,65.83,317.52,0.54,1.23,0.576,0.39,2.65,-0.06,-0.16,0.0,54.89,320.85,315.0,318.0,326.35,307.2,48.16,46.71,1.51,-1.49,0.1,13.29,8.55,1.8,-2.85,75.09,8,7,100,56.0,-0.1,57.0,-0.23,63.0,0.18,57.0,0.2,66.0,1.25,POSITIVE,58.52,POSITIVE,Trend + Momentum + VWAP + RSI,None material,0.73,3.12,321.58,329.21,315.0,MODERATE,1539350390.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,61.25,WATCH,WATCH
54,HDFCSILVER,2026-08-28,230.34,Bullish,68.23,69.51,7,85,7/10,High,60.1,5.21,2.26,15.0,223.23,221.36,212.25,0.8254,-0.0838,0.96,67.5,223.2,3.2,2.94,0.861,1.82,-1.0,4.13,11.49,2.5,33.94,229.19,223.75,226.23,234.25,223.75,52.63,42.63,1.62,-1.55,0.53,31.84,10.39,2.21,-2.32,56.41,8,8,100,48.0,-0.14,49.0,0.46,49.0,-0.03,54.0,1.54,56.0,2.81,MIXED,57.09,POSITIVE,Trend + Momentum + Structure + VWAP,None material,0.79,3.39,232.16,238.15,223.2,MODERATE,729645378.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,61.09,WATCH,WATCH
55,CARRARO,2026-08-28,557.8,Bullish,70.25,65.96,8,90,8/10,High,63.39,16.43,2.95,0.83,532.54,536.07,527.0,4.7987,1.0869,2.94,92.5,526.91,5.86,3.57,0.942,2.53,4.97,8.38,3.99,0.49,80.62,550.2,534.8,544.05,550.2,524.0,47.64,49.06,2.27,-2.16,0.24,16.98,9.2,2.24,-2.26,79.16,10,8,87,48.28,0.18,48.28,0.66,48.28,0.79,51.72,0.82,57.47,1.66,MIXED,56.44,MIXED,Trend + Momentum + Volume + Structure,None material,1.03,4.42,563.55,582.45,526.91,MODERATE,92869921.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,60.47,WATCH,WATCH
56,INGERRAND,2026-08-28,4860.2,Bullish,69.19,69.11,8,90,8/10,High,66.41,145.37,2.99,16.67,4562.56,4458.52,4136.37,23.777,12.1288,3.19,95.0,4608.63,5.46,6.29,0.943,5.44,4.28,5.46,12.1,-0.01,42.37,4648.3,4560.0,4609.4,4720.0,4560.0,47.5,48.29,1.54,-1.34,0.09,9.21,5.53,1.72,-2.07,87.74,8,8,100,49.0,0.18,48.0,0.12,57.0,0.24,48.0,0.17,42.0,-0.17,POSITIVE,53.39,MIXED,Trend + Momentum + Volume + Structure,None material,1.05,4.49,4911.08,5078.26,4560.0,MODERATE,177717307.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,60.34,WATCH,WATCH
57,VOLERCAR,2026-08-28,234.0,Bullish,73.69,63.64,8,90,8/10,High,59.23,8.92,3.81,0.83,223.0,225.37,197.31,1.7932,0.6057,0.03,1.67,220.86,5.95,0.0,1.0,3.33,8.28,6.36,-0.43,3.33,100.0,228.0,218.0,226.45,228.9,216.0,47.62,46.32,3.6,-2.57,0.7,35.06,24.24,3.64,-2.6,73.09,7,6,84,48.81,1.07,52.38,3.53,42.86,5.63,46.43,10.34,54.76,15.25,MIXED,66.25,POSITIVE,Trend + Momentum + Structure + VWAP,None material,1.33,5.72,237.12,247.38,218.0,HIGH,5972078.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,60.26,WATCH,WATCH
